"Country","Country_Code","Indicator","Series_Code","Value","Year","Period"
"Zambia","ZMB","Account (% age 15+)","account.t.d",35.64,2014,"Pre-COVID"
"Zambia","ZMB","Account (% age 15+)","account.t.d",45.86,2017,"Pre-COVID"
"Zambia","ZMB","Account (% age 15+)","account.t.d",48.52,2021,"Post-COVID"
"Zambia","ZMB","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Zambia","ZMB","Account, female (% age 15+)","account.t.d.1",23.34,2011,"Pre-COVID"
"Zambia","ZMB","Account, female (% age 15+)","account.t.d.1",33.25,2014,"Pre-COVID"
"Zambia","ZMB","Account, female (% age 15+)","account.t.d.1",40.28,2017,"Pre-COVID"
"Zambia","ZMB","Account, female (% age 15+)","account.t.d.1",44.98,2021,"Post-COVID"
"Zambia","ZMB","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Zambia","ZMB","Account, male (% age 15+)","account.t.d.2",19.39,2011,"Pre-COVID"
"Zambia","ZMB","Account, male (% age 15+)","account.t.d.2",38.14,2014,"Pre-COVID"
"Zambia","ZMB","Account, male (% age 15+)","account.t.d.2",51.68,2017,"Pre-COVID"
"Zambia","ZMB","Account, male (% age 15+)","account.t.d.2",52.48,2021,"Post-COVID"
"Zambia","ZMB","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Zambia","ZMB","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Zambia","ZMB","Borrowed any money (% age 15+)","borrow.any",68.13,2014,"Pre-COVID"
"Zambia","ZMB","Borrowed any money (% age 15+)","borrow.any",48.75,2017,"Pre-COVID"
"Zambia","ZMB","Borrowed any money (% age 15+)","borrow.any",59.32,2021,"Post-COVID"
"Zambia","ZMB","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Zambia","ZMB","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Zambia","ZMB","Made a digital payment (% age 15+)","g20.made.t.d",22.36,2014,"Pre-COVID"
"Zambia","ZMB","Made a digital payment (% age 15+)","g20.made.t.d",33.12,2017,"Pre-COVID"
"Zambia","ZMB","Made a digital payment (% age 15+)","g20.made.t.d",44.44,2021,"Post-COVID"
"Zambia","ZMB","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Zambia","ZMB","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Zambia","ZMB","Saved any money (% age 15+)","save.any",70.12,2014,"Pre-COVID"
"Zambia","ZMB","Saved any money (% age 15+)","save.any",58.74,2017,"Pre-COVID"
"Zambia","ZMB","Saved any money (% age 15+)","save.any",50.14,2021,"Post-COVID"
"Zambia","ZMB","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Zimbabwe","ZWE","Account (% age 15+)","account.t.d",39.65,2011,"Pre-COVID"
"Zimbabwe","ZWE","Account (% age 15+)","account.t.d",32.39,2014,"Pre-COVID"
"Zimbabwe","ZWE","Account (% age 15+)","account.t.d",55.29,2017,"Pre-COVID"
"Zimbabwe","ZWE","Account (% age 15+)","account.t.d",59.75,2021,"Post-COVID"
"Zimbabwe","ZWE","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Zimbabwe","ZWE","Account, female (% age 15+)","account.t.d.1",37.12,2011,"Pre-COVID"
"Zimbabwe","ZWE","Account, female (% age 15+)","account.t.d.1",28.98,2014,"Pre-COVID"
"Zimbabwe","ZWE","Account, female (% age 15+)","account.t.d.1",51.66,2017,"Pre-COVID"
"Zimbabwe","ZWE","Account, female (% age 15+)","account.t.d.1",53.98,2021,"Post-COVID"
"Zimbabwe","ZWE","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Zimbabwe","ZWE","Account, male (% age 15+)","account.t.d.2",42.55,2011,"Pre-COVID"
"Zimbabwe","ZWE","Account, male (% age 15+)","account.t.d.2",35.95,2014,"Pre-COVID"
"Zimbabwe","ZWE","Account, male (% age 15+)","account.t.d.2",59.23,2017,"Pre-COVID"
"Zimbabwe","ZWE","Account, male (% age 15+)","account.t.d.2",65.86,2021,"Post-COVID"
"Zimbabwe","ZWE","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Zimbabwe","ZWE","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Zimbabwe","ZWE","Borrowed any money (% age 15+)","borrow.any",62.51,2014,"Pre-COVID"
"Zimbabwe","ZWE","Borrowed any money (% age 15+)","borrow.any",47.54,2017,"Pre-COVID"
"Zimbabwe","ZWE","Borrowed any money (% age 15+)","borrow.any",53.11,2021,"Post-COVID"
"Zimbabwe","ZWE","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Zimbabwe","ZWE","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Zimbabwe","ZWE","Made a digital payment (% age 15+)","g20.made.t.d",27.63,2014,"Pre-COVID"
"Zimbabwe","ZWE","Made a digital payment (% age 15+)","g20.made.t.d",49.2,2017,"Pre-COVID"
"Zimbabwe","ZWE","Made a digital payment (% age 15+)","g20.made.t.d",55.73,2021,"Post-COVID"
"Zimbabwe","ZWE","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Zimbabwe","ZWE","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Zimbabwe","ZWE","Saved any money (% age 15+)","save.any",51.97,2014,"Pre-COVID"
"Zimbabwe","ZWE","Saved any money (% age 15+)","save.any",53.59,2017,"Pre-COVID"
"Zimbabwe","ZWE","Saved any money (% age 15+)","save.any",51.95,2021,"Post-COVID"
"Zimbabwe","ZWE","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Arab World","ARB","Account (% age 15+)","account.t.d",22.48,2011,"Pre-COVID"
"Arab World","ARB","Account (% age 15+)","account.t.d",30.47,2014,"Pre-COVID"
"Arab World","ARB","Account (% age 15+)","account.t.d",37.23,2017,"Pre-COVID"
"Arab World","ARB","Account (% age 15+)","account.t.d",40.21,2021,"Post-COVID"
"Arab World","ARB","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Arab World","ARB","Account, female (% age 15+)","account.t.d.1",13.93,2011,"Pre-COVID"
"Arab World","ARB","Account, female (% age 15+)","account.t.d.1",22.22,2014,"Pre-COVID"
"Arab World","ARB","Account, female (% age 15+)","account.t.d.1",25.68,2017,"Pre-COVID"
"Arab World","ARB","Account, female (% age 15+)","account.t.d.1",31.26,2021,"Post-COVID"
"Arab World","ARB","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Arab World","ARB","Account, male (% age 15+)","account.t.d.2",30.66,2011,"Pre-COVID"
"Arab World","ARB","Account, male (% age 15+)","account.t.d.2",38.03,2014,"Pre-COVID"
"Arab World","ARB","Account, male (% age 15+)","account.t.d.2",48.4,2017,"Pre-COVID"
"Arab World","ARB","Account, male (% age 15+)","account.t.d.2",48.27,2021,"Post-COVID"
"Arab World","ARB","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Arab World","ARB","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Arab World","ARB","Borrowed any money (% age 15+)","borrow.any",45.41,2014,"Pre-COVID"
"Arab World","ARB","Borrowed any money (% age 15+)","borrow.any",39.16,2017,"Pre-COVID"
"Arab World","ARB","Borrowed any money (% age 15+)","borrow.any",48.82,2021,"Post-COVID"
"Arab World","ARB","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Arab World","ARB","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Arab World","ARB","Made a digital payment (% age 15+)","g20.made.t.d",15.71,2014,"Pre-COVID"
"Arab World","ARB","Made a digital payment (% age 15+)","g20.made.t.d",16.15,2017,"Pre-COVID"
"Arab World","ARB","Made a digital payment (% age 15+)","g20.made.t.d",22.15,2021,"Post-COVID"
"Arab World","ARB","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Arab World","ARB","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Arab World","ARB","Saved any money (% age 15+)","save.any",37.75,2014,"Pre-COVID"
"Arab World","ARB","Saved any money (% age 15+)","save.any",30.92,2017,"Pre-COVID"
"Arab World","ARB","Saved any money (% age 15+)","save.any",35.1,2021,"Post-COVID"
"Arab World","ARB","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"East Asia & Pacific","EAS","Account (% age 15+)","account.t.d",59.81,2011,"Pre-COVID"
"East Asia & Pacific","EAS","Account (% age 15+)","account.t.d",71.86,2014,"Pre-COVID"
"East Asia & Pacific","EAS","Account (% age 15+)","account.t.d",73.39,2017,"Pre-COVID"
"East Asia & Pacific","EAS","Account (% age 15+)","account.t.d",82.85,2021,"Post-COVID"
"East Asia & Pacific","EAS","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"East Asia & Pacific","EAS","Account, female (% age 15+)","account.t.d.1",57.5,2011,"Pre-COVID"
"East Asia & Pacific","EAS","Account, female (% age 15+)","account.t.d.1",70.24,2014,"Pre-COVID"
"East Asia & Pacific","EAS","Account, female (% age 15+)","account.t.d.1",71.17,2017,"Pre-COVID"
"East Asia & Pacific","EAS","Account, female (% age 15+)","account.t.d.1",81.38,2021,"Post-COVID"
"East Asia & Pacific","EAS","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"East Asia & Pacific","EAS","Account, male (% age 15+)","account.t.d.2",62.15,2011,"Pre-COVID"
"East Asia & Pacific","EAS","Account, male (% age 15+)","account.t.d.2",73.49,2014,"Pre-COVID"
"East Asia & Pacific","EAS","Account, male (% age 15+)","account.t.d.2",75.66,2017,"Pre-COVID"
"East Asia & Pacific","EAS","Account, male (% age 15+)","account.t.d.2",84.24,2021,"Post-COVID"
"East Asia & Pacific","EAS","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"East Asia & Pacific","EAS","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"East Asia & Pacific","EAS","Borrowed any money (% age 15+)","borrow.any",48.38,2014,"Pre-COVID"
"East Asia & Pacific","EAS","Borrowed any money (% age 15+)","borrow.any",48.55,2017,"Pre-COVID"
"East Asia & Pacific","EAS","Borrowed any money (% age 15+)","borrow.any",54.65,2021,"Post-COVID"
"East Asia & Pacific","EAS","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"East Asia & Pacific","EAS","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"East Asia & Pacific","EAS","Made a digital payment (% age 15+)","g20.made.t.d",37.52,2014,"Pre-COVID"
"East Asia & Pacific","EAS","Made a digital payment (% age 15+)","g20.made.t.d",53.81,2017,"Pre-COVID"
"East Asia & Pacific","EAS","Made a digital payment (% age 15+)","g20.made.t.d",74.95,2021,"Post-COVID"
"East Asia & Pacific","EAS","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"East Asia & Pacific","EAS","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"East Asia & Pacific","EAS","Saved any money (% age 15+)","save.any",71.25,2014,"Pre-COVID"
"East Asia & Pacific","EAS","Saved any money (% age 15+)","save.any",54.74,2017,"Pre-COVID"
"East Asia & Pacific","EAS","Saved any money (% age 15+)","save.any",60.98,2021,"Post-COVID"
"East Asia & Pacific","EAS","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account (% age 15+)","account.t.d",54.99,2011,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account (% age 15+)","account.t.d",68.92,2014,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account (% age 15+)","account.t.d",70.37,2017,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account (% age 15+)","account.t.d",80.78,2021,"Post-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account, female (% age 15+)","account.t.d.1",52.18,2011,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account, female (% age 15+)","account.t.d.1",66.97,2014,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account, female (% age 15+)","account.t.d.1",67.73,2017,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account, female (% age 15+)","account.t.d.1",78.97,2021,"Post-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account, male (% age 15+)","account.t.d.2",57.83,2011,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account, male (% age 15+)","account.t.d.2",70.86,2014,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account, male (% age 15+)","account.t.d.2",73.04,2017,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account, male (% age 15+)","account.t.d.2",82.47,2021,"Post-COVID"
"East Asia & Pacific (excluding high income)","EAP","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"East Asia & Pacific (excluding high income)","EAP","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Borrowed any money (% age 15+)","borrow.any",46.57,2014,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Borrowed any money (% age 15+)","borrow.any",46.83,2017,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Borrowed any money (% age 15+)","borrow.any",53,2021,"Post-COVID"
"East Asia & Pacific (excluding high income)","EAP","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"East Asia & Pacific (excluding high income)","EAP","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Made a digital payment (% age 15+)","g20.made.t.d",32.14,2014,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Made a digital payment (% age 15+)","g20.made.t.d",49.56,2017,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Made a digital payment (% age 15+)","g20.made.t.d",72.81,2021,"Post-COVID"
"East Asia & Pacific (excluding high income)","EAP","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"East Asia & Pacific (excluding high income)","EAP","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Saved any money (% age 15+)","save.any",70.99,2014,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Saved any money (% age 15+)","save.any",52.15,2017,"Pre-COVID"
"East Asia & Pacific (excluding high income)","EAP","Saved any money (% age 15+)","save.any",58.62,2021,"Post-COVID"
"East Asia & Pacific (excluding high income)","EAP","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Euro area","EMU","Account (% age 15+)","account.t.d",90.42,2011,"Pre-COVID"
"Euro area","EMU","Account (% age 15+)","account.t.d",94.68,2014,"Pre-COVID"
"Euro area","EMU","Account (% age 15+)","account.t.d",95.3,2017,"Pre-COVID"
"Euro area","EMU","Account (% age 15+)","account.t.d",98.51,2021,"Post-COVID"
"Euro area","EMU","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Euro area","EMU","Account, female (% age 15+)","account.t.d.1",88.75,2011,"Pre-COVID"
"Euro area","EMU","Account, female (% age 15+)","account.t.d.1",93.84,2014,"Pre-COVID"
"Euro area","EMU","Account, female (% age 15+)","account.t.d.1",94,2017,"Pre-COVID"
"Euro area","EMU","Account, female (% age 15+)","account.t.d.1",98.31,2021,"Post-COVID"
"Euro area","EMU","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Euro area","EMU","Account, male (% age 15+)","account.t.d.2",92.36,2011,"Pre-COVID"
"Euro area","EMU","Account, male (% age 15+)","account.t.d.2",95.57,2014,"Pre-COVID"
"Euro area","EMU","Account, male (% age 15+)","account.t.d.2",96.68,2017,"Pre-COVID"
"Euro area","EMU","Account, male (% age 15+)","account.t.d.2",98.7,2021,"Post-COVID"
"Euro area","EMU","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Euro area","EMU","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Euro area","EMU","Borrowed any money (% age 15+)","borrow.any",55.71,2014,"Pre-COVID"
"Euro area","EMU","Borrowed any money (% age 15+)","borrow.any",55.44,2017,"Pre-COVID"
"Euro area","EMU","Borrowed any money (% age 15+)","borrow.any",57.01,2021,"Post-COVID"
"Euro area","EMU","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Euro area","EMU","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Euro area","EMU","Made a digital payment (% age 15+)","g20.made.t.d",83.37,2014,"Pre-COVID"
"Euro area","EMU","Made a digital payment (% age 15+)","g20.made.t.d",89.5,2017,"Pre-COVID"
"Euro area","EMU","Made a digital payment (% age 15+)","g20.made.t.d",96.45,2021,"Post-COVID"
"Euro area","EMU","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Euro area","EMU","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Euro area","EMU","Saved any money (% age 15+)","save.any",67.04,2014,"Pre-COVID"
"Euro area","EMU","Saved any money (% age 15+)","save.any",66.9,2017,"Pre-COVID"
"Euro area","EMU","Saved any money (% age 15+)","save.any",76.51,2021,"Post-COVID"
"Euro area","EMU","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Europe & Central Asia","ECS","Account (% age 15+)","account.t.d",69.34,2011,"Pre-COVID"
"Europe & Central Asia","ECS","Account (% age 15+)","account.t.d",77.79,2014,"Pre-COVID"
"Europe & Central Asia","ECS","Account (% age 15+)","account.t.d",81.49,2017,"Pre-COVID"
"Europe & Central Asia","ECS","Account (% age 15+)","account.t.d",89.57,2021,"Post-COVID"
"Europe & Central Asia","ECS","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Europe & Central Asia","ECS","Account, female (% age 15+)","account.t.d.1",66.45,2011,"Pre-COVID"
"Europe & Central Asia","ECS","Account, female (% age 15+)","account.t.d.1",76.2,2014,"Pre-COVID"
"Europe & Central Asia","ECS","Account, female (% age 15+)","account.t.d.1",79.43,2017,"Pre-COVID"
"Europe & Central Asia","ECS","Account, female (% age 15+)","account.t.d.1",88.02,2021,"Post-COVID"
"Europe & Central Asia","ECS","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Europe & Central Asia","ECS","Account, male (% age 15+)","account.t.d.2",72.68,2011,"Pre-COVID"
"Europe & Central Asia","ECS","Account, male (% age 15+)","account.t.d.2",79.54,2014,"Pre-COVID"
"Europe & Central Asia","ECS","Account, male (% age 15+)","account.t.d.2",83.77,2017,"Pre-COVID"
"Europe & Central Asia","ECS","Account, male (% age 15+)","account.t.d.2",91.23,2021,"Post-COVID"
"Europe & Central Asia","ECS","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Europe & Central Asia","ECS","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Europe & Central Asia","ECS","Borrowed any money (% age 15+)","borrow.any",50.01,2014,"Pre-COVID"
"Europe & Central Asia","ECS","Borrowed any money (% age 15+)","borrow.any",51.21,2017,"Pre-COVID"
"Europe & Central Asia","ECS","Borrowed any money (% age 15+)","borrow.any",54.25,2021,"Post-COVID"
"Europe & Central Asia","ECS","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Europe & Central Asia","ECS","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Europe & Central Asia","ECS","Made a digital payment (% age 15+)","g20.made.t.d",62.81,2014,"Pre-COVID"
"Europe & Central Asia","ECS","Made a digital payment (% age 15+)","g20.made.t.d",71.59,2017,"Pre-COVID"
"Europe & Central Asia","ECS","Made a digital payment (% age 15+)","g20.made.t.d",83.8,2021,"Post-COVID"
"Europe & Central Asia","ECS","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Europe & Central Asia","ECS","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Europe & Central Asia","ECS","Saved any money (% age 15+)","save.any",54.34,2014,"Pre-COVID"
"Europe & Central Asia","ECS","Saved any money (% age 15+)","save.any",53.73,2017,"Pre-COVID"
"Europe & Central Asia","ECS","Saved any money (% age 15+)","save.any",57.94,2021,"Post-COVID"
"Europe & Central Asia","ECS","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account (% age 15+)","account.t.d",44.39,2011,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account (% age 15+)","account.t.d",57.56,2014,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account (% age 15+)","account.t.d",65.14,2017,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account (% age 15+)","account.t.d",77.79,2021,"Post-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account, female (% age 15+)","account.t.d.1",39.75,2011,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account, female (% age 15+)","account.t.d.1",56.27,2014,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account, female (% age 15+)","account.t.d.1",62.32,2017,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account, female (% age 15+)","account.t.d.1",74.86,2021,"Post-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account, male (% age 15+)","account.t.d.2",49.79,2011,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account, male (% age 15+)","account.t.d.2",59.07,2014,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account, male (% age 15+)","account.t.d.2",68.38,2017,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account, male (% age 15+)","account.t.d.2",81.05,2021,"Post-COVID"
"Europe & Central Asia (excluding high income)","ECA","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Europe & Central Asia (excluding high income)","ECA","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Borrowed any money (% age 15+)","borrow.any",41.98,2014,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Borrowed any money (% age 15+)","borrow.any",43.9,2017,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Borrowed any money (% age 15+)","borrow.any",51.36,2021,"Post-COVID"
"Europe & Central Asia (excluding high income)","ECA","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Europe & Central Asia (excluding high income)","ECA","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Made a digital payment (% age 15+)","g20.made.t.d",37.58,2014,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Made a digital payment (% age 15+)","g20.made.t.d",49.48,2017,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Made a digital payment (% age 15+)","g20.made.t.d",67.2,2021,"Post-COVID"
"Europe & Central Asia (excluding high income)","ECA","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Europe & Central Asia (excluding high income)","ECA","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Saved any money (% age 15+)","save.any",39.18,2014,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Saved any money (% age 15+)","save.any",36.9,2017,"Pre-COVID"
"Europe & Central Asia (excluding high income)","ECA","Saved any money (% age 15+)","save.any",33.37,2021,"Post-COVID"
"Europe & Central Asia (excluding high income)","ECA","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"High income","HIC","Account (% age 15+)","account.t.d",88.24,2011,"Pre-COVID"
"High income","HIC","Account (% age 15+)","account.t.d",92.79,2014,"Pre-COVID"
"High income","HIC","Account (% age 15+)","account.t.d",93.67,2017,"Pre-COVID"
"High income","HIC","Account (% age 15+)","account.t.d",96.36,2021,"Post-COVID"
"High income","HIC","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"High income","HIC","Account, female (% age 15+)","account.t.d.1",86.2,2011,"Pre-COVID"
"High income","HIC","Account, female (% age 15+)","account.t.d.1",92.41,2014,"Pre-COVID"
"High income","HIC","Account, female (% age 15+)","account.t.d.1",92.88,2017,"Pre-COVID"
"High income","HIC","Account, female (% age 15+)","account.t.d.1",96.72,2021,"Post-COVID"
"High income","HIC","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"High income","HIC","Account, male (% age 15+)","account.t.d.2",90.44,2011,"Pre-COVID"
"High income","HIC","Account, male (% age 15+)","account.t.d.2",93.19,2014,"Pre-COVID"
"High income","HIC","Account, male (% age 15+)","account.t.d.2",94.5,2017,"Pre-COVID"
"High income","HIC","Account, male (% age 15+)","account.t.d.2",96,2021,"Post-COVID"
"High income","HIC","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"High income","HIC","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"High income","HIC","Borrowed any money (% age 15+)","borrow.any",64.11,2014,"Pre-COVID"
"High income","HIC","Borrowed any money (% age 15+)","borrow.any",64.38,2017,"Pre-COVID"
"High income","HIC","Borrowed any money (% age 15+)","borrow.any",64.86,2021,"Post-COVID"
"High income","HIC","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"High income","HIC","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"High income","HIC","Made a digital payment (% age 15+)","g20.made.t.d",82.27,2014,"Pre-COVID"
"High income","HIC","Made a digital payment (% age 15+)","g20.made.t.d",87.18,2017,"Pre-COVID"
"High income","HIC","Made a digital payment (% age 15+)","g20.made.t.d",92.42,2021,"Post-COVID"
"High income","HIC","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"High income","HIC","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"High income","HIC","Saved any money (% age 15+)","save.any",69.54,2014,"Pre-COVID"
"High income","HIC","Saved any money (% age 15+)","save.any",71.29,2017,"Pre-COVID"
"High income","HIC","Saved any money (% age 15+)","save.any",76.14,2021,"Post-COVID"
"High income","HIC","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Latin America & Caribbean","LCN","Account (% age 15+)","account.t.d",39.47,2011,"Pre-COVID"
"Latin America & Caribbean","LCN","Account (% age 15+)","account.t.d",52.02,2014,"Pre-COVID"
"Latin America & Caribbean","LCN","Account (% age 15+)","account.t.d",55.24,2017,"Pre-COVID"
"Latin America & Caribbean","LCN","Account (% age 15+)","account.t.d",73.55,2021,"Post-COVID"
"Latin America & Caribbean","LCN","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Latin America & Caribbean","LCN","Account, female (% age 15+)","account.t.d.1",35.11,2011,"Pre-COVID"
"Latin America & Caribbean","LCN","Account, female (% age 15+)","account.t.d.1",49.19,2014,"Pre-COVID"
"Latin America & Caribbean","LCN","Account, female (% age 15+)","account.t.d.1",52.13,2017,"Pre-COVID"
"Latin America & Caribbean","LCN","Account, female (% age 15+)","account.t.d.1",70.14,2021,"Post-COVID"
